,预售证号,日期,项目名称,发展商,项目坐落,栋号,住宅面积,商业面积,办公面积,其他面积,住宅套数,商业套数,办公套数,其他套数
0,肇鼎预许字第2019051号,2019年9月26日,肇庆市应急安全示范小区30幢（住宅）,肇庆市兴融房地产开发有限公司,肇庆市鼎湖区坑口59区（B-59-06-A）桃园路东8号,30幢（住宅）2层/8套,1449.8,0,0,0,8,0,0,0
1,肇鼎预许字第2019050号,2019年9月26日,肇庆市应急安全示范小区29幢（住宅）,肇庆市兴融房地产开发有限公司,肇庆市鼎湖区坑口59区（B-59-06-A）桃园路东8号,29幢（住宅）2层/9套,1732.38,0,0,0,9,0,0,0
2,肇鼎预许字第2019049号,2019年9月26日,肇庆市应急安全示范小区28幢（住宅）,肇庆市兴融房地产开发有限公司,肇庆市鼎湖区坑口59区（B-59-06-A）桃园路东8号,28幢（住宅）2层/4套,753.61,0,0,0,4,0,0,0
3,肇鼎预许字第2019048号,2019年9月26日,山林湖尚城A区8号楼,肇庆市广新汇富房地产发展有限公司,鼎湖区新城58区港口路山林湖尚城,A区8号楼（7层）/46套,3601.08,385.63,0,0,36,10,0,0
4,肇鼎预许字第2019047号,2019年9月25日,美的碧桂园天合园4号楼,肇庆市鼎湖区美肇房地产开发有限公司,肇庆市鼎湖区北二区（B-n2-01、B-n2-02）,4号楼  25层/96套,10669.92,0,0,0,96,0,0,0
5,肇鼎预许字第2019046号,2019年9月20日,天禧花园,肇庆市龙光骏驰房地产有限公司,肇庆市鼎湖区同兴路28号,13栋26层/102套,10973.52,0,0,0,102,0,0,0
6,肇鼎预许字第2019045号,2019年9月12日,中新金盛豪苑二期C幢,肇庆市鼎湖城建房地产有限公司,肇庆市鼎湖区50区（50-01-B）,C幢 17层/146套,15047.83,1916.14,0,0,126,20,0,0
7,肇鼎预许字第2019044号,2019年8月30日,鼎湖瑞和家园二期G幢,肇庆市瑞和豪苑房地产开发有限公司,鼎湖区新城七区创业路北侧,G幢25层/77套,8624.77,392.81,0,0,72,5,0,0
8,肇鼎预许字第2019043号,2019年8月30日,鼎湖瑞和家园二期F幢,肇庆市瑞和豪苑房地产开发有限公司,鼎湖区新城七区创业路北侧,F幢25层/78套,8491.93,642.99,0,0,72,6,0,0
9,肇鼎预许字第2019042号,2019年8月30日,恒泰悦�Z府,肇庆市骏龙智能自动化科技有限公司,肇庆市鼎湖区新城64区,6号楼  18层/36套,5073.48,0,0,0,36,0,0,0
10,肇鼎预许字第2019041号,2019年8月28日,碧桂园都荟花园8号楼,肇庆市鼎湖区碧桂园新碧房地产开发有限公司,肇庆市鼎湖区坑口街道66区桂湾路6号,8号楼/24层/96套,11336.94,0,0,0,96,0,0,0
11,肇鼎预许字第2019040号,2019年8月26日,中新金盛豪苑二期D幢,肇庆市鼎湖城建房地产有限公司,肇庆市鼎湖区50区（50-01-B）,D幢  11层/147套,13872.4,1449.31,0,0,130,17,0,0
12,肇鼎预许字第2019039号,2019年8月16日,涛汇翠湖湾花园,肇庆市鼎湖区涛汇房产开发有限公司,鼎湖区西三区（W03-10）,3号楼(17层）、4号楼（17层）/177套,14480.8,700.46,0,0,160,17,0,0
13,肇鼎预许字第2019038号,2019年8月15日,长信悦公馆2栋,肇庆市铭德装饰工程有限公司,肇庆市鼎湖区坑口街道新城64区星湖大道中20号,2栋,10437.84,188.79,0,0,96,6,0,0
14,肇鼎预许字第2019037号,2019年8月15日,长信悦公馆1栋,肇庆市铭德装饰工程有限公司,肇庆市鼎湖区坑口街道新城64区星湖大道中20号,1栋,10170.96,223.23,0,0,96,6,0,0
15,肇鼎预许字第2019036号,2019年8月15日,天禧花园,肇庆市龙光骏驰房地产有限公司,肇庆市鼎湖区同兴路28号,14栋26层/130套,11664.24,436.75,0,0,120,10,0,0
16,肇鼎预许字第2019035号,2019年8月12日,中新金盛豪苑二期E幢,肇庆市鼎湖城建房地产有限公司,肇庆市鼎湖区50区（50-01-B）,E幢 11层/137套,12094.6,1015.32,0,0,120,17,0,0
17,肇鼎预许字第2019034号,2019年8月2日,富力尚悦居,肇庆市奥信地产发展有限公司,肇庆市鼎湖区四十六区（A-46-05）,B5栋住宅楼,12422.93,0,0,0,131,0,0,0
18,肇鼎预许字第2019033号,2019年7月30日,玖誉花园,肇庆市宝鼎房地产开发有限公司,肇庆市鼎湖区民乐大道4号,1幢32层/248套,25033.74,0,0,0,248,0,0,0
19,肇鼎预许字第2019032号,2019年7月25日,富力尚悦居,肇庆市奥信地产发展有限公司,肇庆市鼎湖区四十六区（A-46-05）,B6栋住宅,,,0,0,136,0,0,0
20,肇鼎预许字第2019031号,2019年7月24日,富力尚悦居,肇庆市奥信地产发展有限公司,肇庆市鼎湖区四十六区（A-46-05）,B7栋住宅楼,12688.62,0,0,0,136,0,0,0
21,肇鼎预许字第2019030号,2019年6月24日,碧桂园都荟花园9号楼,肇庆市鼎湖区碧桂园新碧房地产开发有限公司,肇庆市鼎湖区坑口街道66区桂湾路6号,9号楼 26层/106套,11876.5,422.14,0,0,100,6,0,0
22,肇鼎预许字第2019029号,2019年6月21日,玖誉花园,肇庆市宝鼎房地产开发有限公司,肇庆市鼎湖区民乐大道4号,2幢32层/124套,12915.84,0,0,0,124,0,0,0
23,肇鼎预许字第2019028号,2019年6月21日,山林湖尚城A区7号楼,肇庆市广新汇富房地产发展有限公司,鼎湖区新城58区港口路山林湖尚城,A区7号楼（7层）/30套,6092.36,0,0,0,30,0,0,0
24,肇鼎预许字第2019027号,2019年6月20日,天禧花园,肇庆市龙光骏驰房地产有限公司,肇庆市鼎湖区同兴路28号,15栋26层/241套,23012.78,808.56,0,0,225,16,0,0
25,肇鼎预许字第2019026号,2019年6月17日,恒泰悦�Z府,肇庆市骏龙智能自动化科技有限公司,肇庆市鼎湖区新城64区,15号楼24号楼   15号楼8层/24号楼1层/130套,,797.52,4645.48,0,0,18,112,0
26,肇鼎预许字第2019025号,2019年6月17日,恒泰悦�Z府,肇庆市骏龙智能自动化科技有限公司,肇庆市鼎湖区新城64区,12号楼 7层/28套,3546.76,0,0,0,28,0,0,0
27,肇鼎预许字第2019024号,2019年6月17日,恒泰悦�Z府,肇庆市骏龙智能自动化科技有限公司,肇庆市鼎湖区新城64区,11号楼/23号楼   11号楼11层/23号楼1层/45套,4263.32,348.55,0,0,38,7,0,0
28,肇鼎预许字第2019023号,2019年6月3日,美的碧桂园天合园2号楼,肇庆市鼎湖区美肇房地产开发有限公司,肇庆市鼎湖区北二区（B-n2-01、B-n2-02）,2号楼  25层/96套,10747.44,0,0,0,96,0,0,0
29,肇鼎预许字第2019022号,2019年6月3日,天禧花园,肇庆市龙光骏驰房地产有限公司,肇庆市鼎湖区同兴路28号,16栋16层/788套,0,1121.24,0,31451.87,0,30,0,758
30,肇鼎预许字第2019021号,2019年6月3日,水木天骄,肇庆市玖信置业发展有限公司,肇庆市鼎湖区坑口新城54区,5号楼29层/57套,9331.09,0,0,0,57,0,0,0
31,肇鼎预许字第2019020号,2019年5月24日,碧桂园悦庭2号楼,肇庆市鼎湖区碧桂园房地产开发有限公司,肇庆市鼎湖区38区（38-01-A）莲花路5号碧桂园悦庭项目,2号楼/16层/60套,8776.32,0,0,0,60,0,0,0
32,肇鼎预许字第2019019号,2019年5月16日,肇庆市应急安全示范小区5幢（住宅）,肇庆市兴融房地产开发有限公司,肇庆市鼎湖区65区（C-65-02）桃园路东9号,5幢（住宅）30层/174套,22838.08,0,0,0,174,0,0,0
33,肇鼎预许字第2019018号,2019年5月16日,鼎湖美的花园,肇庆市鼎湖区美澳房地产开发有限公司,肇庆市鼎湖区66区坑口桂湾路8号,05-06座26层/200套,22078,0,0,0,200,0,0,0
34,肇鼎预许字第2019017号,2019年4月30日,帝豪花园二期7幢,肇庆市顺雅房地产开发有限公司,肇庆市鼎湖区新城54区（长园路10号）,"7幢
17层/91套",7968.29,725.98,0,0,80,11,0,0
35,肇鼎预许字第2019016号,2019年4月29日,碧桂园悦庭1号楼,肇庆市鼎湖区碧桂园房地产开发有限公司,肇庆市鼎湖区38区（38-01-A）莲花路5号碧桂园悦庭项目,1号楼/17层/138套,13712.1,2693.79,0,0,120,18,0,0
36,肇鼎预许字第2019015号,2019年4月29日,山林湖尚城A区6号楼,肇庆市广新汇富房地产发展有限公司,鼎湖区新城58区港口路山林湖尚城,A区6号楼（7层）/30套,6092.36,0,0,0,30,0,0,0
37,肇鼎预许字第2019014号,2019年4月23日,碧桂园都荟花园2号楼,肇庆市鼎湖区碧桂园新碧房地产开发有限公司,肇庆市鼎湖区坑口街道66区桂湾路6号,2号楼26层/109套,11919.75,607.26,0,0,100,9,0,0
38,肇鼎预许字第2019013号,2019年4月23日,玖誉花园,肇庆市宝鼎房地产开发有限公司,肇庆市鼎湖区民乐大道4号,6幢32层/248套,25718.22,0,0,0,248,0,0,0
39,肇鼎预许字第2019012号,2019年4月4日,美的碧桂园天合园7号楼,肇庆市鼎湖区美肇房地产开发有限公司,肇庆市鼎湖区北二区（B-n2-01、B-n2-02）,7号楼  25层/96套,10698.72,0,0,0,96,0,0,0
40,肇鼎预许字第2019011号,2019年3月29日,鼎湖碧桂园蓝庭7号楼,肇庆鼎湖达新房地产开发有限公司,肇庆市鼎湖区15区（A-15-02）(肇庆市鼎湖区桂城第一居委会顺景路122号）,7号楼 33层/130套,14755.19,0,0,0,130,0,0,0
41,肇鼎预许字第2019010号,2019年3月29日,鼎湖碧桂园蓝庭6号楼,肇庆鼎湖达新房地产开发有限公司,肇庆市鼎湖区15区（A-15-02）(肇庆市鼎湖区桂城第一居委会顺景路122号）,6号楼  33层/130套,14755.19,0,0,0,130,0,0,0
42,肇鼎预许字第2019009号,2019年2月2日,玖誉花园,肇庆市宝鼎房地产开发有限公司,肇庆市鼎湖区民乐大道4号,4幢18层/68套,6655.33,0,0,0,68,0,0,0
43,肇鼎预许字第2019008号,2019年1月29日,鼎湖麓园33幢,肇庆鸿誉房地产开发有限公司,肇庆市鼎湖区新城60区,33幢（3层）/1套,0,0,0,0,0,0,0,0
44,肇鼎预许字第2019007号,2019年1月25日,玖誉花园,肇庆市宝鼎房地产开发有限公司,肇庆市鼎湖区民乐大道4号,7-2幢32层/124套,12111.39,0,0,0,124,0,0,0
45,肇鼎预许字第2019006号,2019年1月24日,恒大西江名郡花园,肇庆市鼎湖区恒程房地产开发有限公司,肇庆市鼎湖区28区（A-28-07、A-28-08地块）,4号楼（商铺）  2层/16套,0,1784.42,0,0,0,16,0,0
46,肇鼎预许字第2019005号,2019年1月15日,天禧花园,肇庆市龙光骏驰房地产有限公司,肇庆市鼎湖区同兴路28号,11栋26层/334套,32798.77,589.26,0,0,320,14,0,0
47,肇鼎预许字第2019004号,2019年1月10日,鼎湖・桃李园（二期）F1#、F2#住宅楼,广东理工房地产开发有限公司,肇庆市鼎湖区72区（D-72-02-A）,"F1,17层；F2",10923.94,0,0,0,100,0,0,0
48,肇鼎预许字第2019003号,2019年1月10日,鼎湖・桃李园（二期）E2#商住楼,广东理工房地产开发有限公司,肇庆市鼎湖区72区（D-72-02-A）,"E2,17层/55套",5419.52,516.68,0,0,48,7,0,0
49,肇鼎预许字第2019002号,2019年1月10日,鼎湖・桃李园（二期）E1#商住楼,广东理工房地产开发有限公司,肇庆市鼎湖区72区（D-72-02-A）,E1,5588.96,420.45,0,0,48,6,0,0
50,肇鼎预许字第2019001号,2019年1月9日,鼎湖美的花园02座,肇庆市鼎湖区美澳房地产开发有限公司,肇庆市鼎湖区66区（鼎湖区坑口街道办桂湾路8号）,02座/26层/107套,11100.25,298.98,0,0,100,7,0,0
51,肇鼎预许字第2018067号,2018年12月29日,玖誉花园,肇庆市宝鼎房地产开发有限公司,肇庆市鼎湖区民乐大道4号,3幢18层/68套,6657.54,0,0,0,68,0,0,0
52,肇鼎预许字第2018066号,2018年12月28日,肇庆市鼎湖区双创园项目（20栋）,肇庆市鼎湖区创丰科技投资有限公司,肇庆市鼎湖区新城30区（A-30-04-A）,20栋,0,4125.8,0,0,0,28,0,0
53,肇鼎预许字第2018065号,2018年12月26日,水木天骄,肇庆市玖信置业发展有限公司,肇庆市鼎湖区坑口新城54区,6号楼 29层/236套,19561.23,918.71,0,0,224,12,0,0
54,肇鼎预许字第2018064号,2018年12月19日,美的碧桂园天合园8号楼,肇庆市鼎湖区美肇房地产开发有限公司,肇庆市鼎湖区北二区（B-n2-01、B-n2-02）,8号楼 25层/96套,10701.12,0,0,0,96,0,0,0
55,肇鼎预许字第2018063号,2018年12月14日,恒大西江名郡花园,肇庆市鼎湖区恒程房地产开发有限公司,肇庆市鼎湖区28区（A-28-07、A-28-08地块）,9-2号商住楼  33层/137套,11985.21,407.45,0,0,129,8,0,0
56,肇鼎预许字第2018062号,2018年12月14日,恒大西江名郡花园,肇庆市鼎湖区恒程房地产开发有限公司,肇庆市鼎湖区28区（A-28-07、A-28-08地块）,9-1号商住楼  33层/136套,12064.51,215.5,0,0,130,6,0,0
57,肇鼎预许字第2018061号,2018年12月12日,天禧花园,肇庆市龙光骏驰房地产有限公司,肇庆市鼎湖区同兴路28号,12栋26层/230套,23501.06,0,0,0,230,0,0,0
58,肇鼎预许字第2018060号,2018年11月29日,鼎湖碧桂园蓝庭4号楼,肇庆鼎湖达新房地产开发有限公司,肇庆市鼎湖区15区（A-15-02）(肇庆市鼎湖区桂城第一居委会顺景路122号）,4号楼  33层/138套,14691.84,849.7,0,0,128,10,0,0
59,肇鼎预许字第2018059号,2018年11月29日,富海豪庭A3座,肇庆市昆隆房地产开发有限公司,肇庆市鼎湖区鼎湖新城四十八区之三,A3座  17/74套,6980.48,601.41,0,0,64,10,0,0
60,肇鼎预许字第2018058号,2018年11月22日,玖誉花园,肇庆市宝鼎房地产开发有限公司,肇庆市鼎湖区民乐大道4号,7-1幢32层/163套,14323.86,394.03,0,0,155,8,0,0
61,肇鼎预许字第2018057号,2018年11月22日,肇庆市应急安全示范小区2幢（住宅）,肇庆市兴融房地产开发有限公司,肇庆市鼎湖区65区（C-65-02）桃园路东9号,2幢（住宅）27层/117套,11859.9,719.26,0,0,104,13,0,0
62,肇鼎预许字第2018056号,2018年11月16日,鼎湖麓园28-32幢,肇庆鸿誉房地产开发有限公司,肇庆市鼎湖区新城60区,28-32幢（28-30幢6层,8736.26,0,0,0,82,0,0,0
63,肇鼎预许字第2018055号,2018年11月15日,富海豪庭B2座,肇庆市昆隆房地产开发有限公司,肇庆市鼎湖区鼎湖新城四十八区之三,B2座  18/72套,7520.65,485.94,0,0,64,8,0,0
64,肇鼎预许字第2018054号,2018年11月12日,碧桂园都荟花园1号楼,肇庆市鼎湖区碧桂园新碧房地产开发有限公司,肇庆市鼎湖区坑口街道66区桂湾路6号,1号楼  26层/111套,11915,765.47,0,0,100,11,0,0
65,肇鼎预许字第2018053号,2018年11月9日,天禧花园,肇庆市龙光骏驰房地产有限公司,肇庆市鼎湖区同兴路28号,9栋26层/125套,11381.28,449.6,0,0,116,9,0,0
66,肇鼎预许字第2018052号,2018年11月8日,鼎湖碧桂园蓝庭5号楼,肇庆鼎湖达新房地产开发有限公司,肇庆市鼎湖区15区（A-15-02）(肇庆市鼎湖区桂城第一居委会顺景路122号）,5号楼  33层/145套,14696.32,1282.52,0,0,128,17,0,0
67,肇鼎预许字第2018051号,2018年10月31日,鼎・峰B15幢,肇庆市团星房地产开发有限公司,肇庆市鼎湖区新城70区,B15幢,13489.96,329.47,0,0,124,4,0,0
68,肇鼎预许字第2018050号,2018年10月31日,鼎・峰B14幢,肇庆市团星房地产开发有限公司,肇庆市鼎湖区新城70区,B14幢,15055.15,906.37,0,0,124,17,0,0
69,肇鼎预许字第2018049号,2018年10月30日,鼎・峰B16幢,肇庆市团星房地产开发有限公司,肇庆市鼎湖区新城70区,B16幢,15066.31,744.82,0,0,124,11,0,0
70,肇鼎预许字第2018048号,2018年10月29日,碧桂园都荟花园10号楼,肇庆市鼎湖区碧桂园新碧房地产开发有限公司,肇庆市鼎湖区坑口街道66区桂湾路6号,10号楼  26层/114套,11849,1609.51,0,0,100,14,0,0
71,肇鼎预许字第2018047号,2018年10月29日,美的碧桂园天合园1号楼,肇庆市鼎湖区美肇房地产开发有限公司,肇庆市鼎湖区北二区（B-n2-01、B-n2-02）,1号楼 25层/110套,10734,1270.45,0,0,96,14,0,0
72,肇鼎预许字第2018046号,2018年10月26日,天禧花园,肇庆市龙光骏驰房地产有限公司,肇庆市鼎湖区同兴路28号,8栋25层/98套,10560.18,0,0,0,98,0,0,0
73,肇鼎预许字第2018045号,2018年10月12日,肇庆市应急安全示范小区3幢（住宅）,肇庆市兴融房地产开发有限公司,肇庆市鼎湖区65区（C-65-02）桃园路东9号,3幢（住宅） 19层/87套,7721.28,742.43,0,0,72,15,0,0
74,肇鼎预许字第2018044号,2018年10月12日,山水名城一座27幢,肇庆市鼎�N房产有限公司,肇庆市鼎湖区创业路1号,一座27幢/32层/167套,14641.8,1691,0,0,150,17,0,0
75,肇鼎预许字第2018043号,2018年10月12日,富海豪庭A2座,肇庆市昆隆房地产开发有限公司,肇庆市鼎湖区鼎湖新城四十八区之三,A2座 18/71套,7294.54,476.79,0,0,64,7,0,0
76,肇鼎预许字第2018042号,2018年10月10日,山水名城一座26幢,肇庆市鼎�N房产有限公司,肇庆市鼎湖区创业路1号,一座26幢/32层/132套,12809.56,722.49,0,0,120,12,0,0
77,肇预许字第2019089号,2019年10月17日,幼儿园,肇庆市顺宝骏景房地产发展有限公司,肇庆市端州区信安二路16号“骏景湾豪庭”四期幼儿园,幼儿园4层/1套,0,0,0,6602.93,0,0,0,1
78,肇预许字第2019088号,2019年10月12日,凯信君悦湾（嘉湖君悦花园）,肇庆凯信房地产发展有限公司,肇庆市端州区117区凯信君悦湾（嘉湖君悦花园）,第7幢 25层/222套,21333.28,2452.87,0,0,204,18,0,0
79,肇预许字第2019087号,2019年10月9日,一方广场2号楼,肇庆市新一方气动元件有限公司,肇庆市端州区76区星湖大道东、棠岗路北交界地段,2号楼、12层/409套,0,3422.41,18069.79,0,0,33,376,0
80,肇预许字第2019086号,2019年9月30日,35区商住小区(现代城花苑A2幢),肇庆市君汇置业有限公司,肇庆市端州区35区端州七路北侧现代城花苑A2幢,A2幢  共3层/161套,0,5549.21,0,0,0,161,0,0
81,肇预许字第2019085号,2019年9月29日,肇庆锦绣山河花园七期（三区）5号楼,肇庆市锦绣山河房地产开发有限公司,肇庆市端州区134区山河路西侧,5号楼,21551.74,0,0,0,214,0,0,0
82,肇预许字第2019084号,2019年9月29日,海逸花园,肇庆市致美家园房地产开发有限公司,肇庆市端州区42区桥北路东侧,3、4栋,16429.07,234.54,0,0,132,4,0,0
83,肇预许字第2019083号,2019年9月20日,恒福美地商住小区（恒福美地花园）5号商住楼,肇庆市恒福美地房地产开发有限公司,肇庆市端州区84区新园中路西侧恒福美地商住小区（恒福美地花园）5号商住楼,5号商住楼       26/113套,12176.5,616.94,0,0,100,13,0,0
84,肇预许字第2019082号,2019年9月20日,城投广场二期（星悦华府）,肇庆市城建投资开发集团有限公司,肇庆市端州区信安路东侧84区,A2商住楼,7354.5,288.51,0,0,60,5,0,0
85,肇预许字第2019081号,2019年9月20日,喜园商住小区2栋(1、2、3梯),肇庆市联兴投资有限公司,肇庆市端州区42区西江北路西侧,2栋,20697.34,4321.53,0,0,180,25,0,0
86,肇预许字第2019080号,2019年9月17日,鸿景誉园,肇庆市明苑房产发展有限公司,肇庆市端州区41区、42区蕉园路南侧D地块,南区二期5B栋,9987.79,409.35,0,0,72,6,0,0
87,肇预许字第2019079号,2019年9月17日,鸿景誉园,肇庆市明苑房产发展有限公司,肇庆市端州区41区、42区蕉园路南侧D地块,南区二期5A栋,9985.86,348.19,0,0,72,5,0,0
88,肇预许字第2019078号,2019年9月17日,肇庆锦绣山河花园六区（八期）9号楼,肇庆市锦绣山河房地产开发有限公司,肇庆市端州区大鼎路南侧/龟顶山西侧,9号楼 18层/72套,7452.12,0,0,0,72,0,0,0
89,肇预许字第2019077号,2019年9月12日,端州馨园,肇庆市梁浩置业有限公司,肇庆市端州区151区学院路东侧（一期）,9幢20层/146套,14815.38,0,0,0,146,0,0,0
90,肇预许字第2019076号,2019年9月11日,恒福美地商住小区（恒福美地花园）2号住宅楼,肇庆市恒福美地房地产开发有限公司,肇庆市端州区84区新园中路西侧恒福美地商住小区（恒福美地花园）2号住宅楼,2号住宅楼     26层/200套,21732,0,0,0,200,0,0,0
91,肇预许字第2019075号,2019年9月6日,恒裕城A8、A9幢,肇庆市星湖名苑房地产有限公司,肇庆市端州区103区星湖大道北侧,A8、A9幢 39层/140套,24207.33,0,0,0,140,0,0,0
92,肇预许字第2019074号,2019年9月5日,城投广场二期（星悦华府）,肇庆市城建投资开发集团有限公司,肇庆市端州区信安路东侧84区,B2商住楼,12699.36,124.15,0,0,96,2,0,0
93,肇预许字第2019073号,2019年9月5日,城投广场二期（星悦华府）,肇庆市城建投资开发集团有限公司,肇庆市端州区信安路东侧84区,B1商住楼,12307.92,714.06,0,0,96,10,0,0
94,肇预许字第2019067号,2019年8月29日,鸿景誉园,肇庆市明苑房产发展有限公司,肇庆市端州区41区、42区蕉园路南侧D地块,南区二期5C栋,10682.97,571.49,0,0,73,10,0,0
95,肇预许字第2019066号,2019年8月28日,肇庆天骄御景花园二期8号楼,肇庆市天骄御景投资有限公司,肇庆市端州区城东新区103区东调洪湖北侧,8号楼 32层/248套,35087.66,0,0,0,248,0,0,0
96,肇预许字第2019065号,2019年8月28日,肇庆锦绣山河花园六区（八期)8号楼,肇庆市锦绣山河房地产开发有限公司,肇庆市端州区大鼎路南侧/龟顶山西侧,8号楼  18层/72套,7453.38,0,0,0,72,0,0,0
97,肇预许字第2019064号,2019年8月21日,时代公馆,肇庆市天骄御景投资有限公司,肇庆市端州区35区端州七路北侧,1号楼,6763.02,794.28,0,0,60,9,0,0
98,肇预许字第2019063号,2019年8月20日,恒悦天峰商住小区（恒悦天峰苑）,肇庆市恒悦房地产有限公司,肇庆市端州区120区星湖大道西北侧（肇庆市端州区金穗路2号）,B幢：17层/128套,13350.22,0,0,0,128,0,0,0
99,肇预许字第2019062号,2019年8月20日,恒悦天峰商住小区（恒悦天峰苑）,肇庆市恒悦房地产有限公司,肇庆市端州区120区星湖大道西北侧（肇庆市端州区金穗路2号）,A幢：17层/76套,6804.5,3114.36,0,0,60,16,0,0
100,肇预许字第2019061号,2019年8月8日,中源誉峰11号楼,肇庆市宏利高投资发展有限公司,肇庆市端州区122区星湖大道东、端州一路西（星湖大道4段6号中源誉峰）,11号楼 32层/132套,13944.98,633.7,0,0,124,8,0,0
101,肇预许字第2019060号,2019年7月30日,泰宁华府商住小区2号楼,肇庆星越房地产开发有限公司,肇庆市端州区110区端州一路西、东湖中路北侧（肇庆市端州区东湖中路1号）,2号楼,9581.04,0,0,0,84,0,0,0
102,肇预许字第2019059号,2019年7月30日,敏捷星荟苑,肇庆市敏尚房地产有限公司,肇庆市端州区20区大鼎路北侧、太和南路西,7栋,14445.92,1040.51,0,0,130,19,0,0
103,肇预许字第2019058号,2019年7月24日,恒福尚品商住小区（恒福尚品苑）3号商住楼,肇庆市恒兴达房地产开发有限公司,肇庆市端州区124区前村路北侧,3号商住楼 33层/266套,26690.56,854.5,0,0,256,10,0,0
104,肇预许字第2019057号,2019年7月16日,恒裕城A10、A11幢,肇庆市星湖名苑房地产有限公司,肇庆市端州区103区星湖大道北侧,恒裕城A10、A11幢 39层/140套,24119.41,0,0,0,140,0,0,0
105,肇预许字第2019056号,2019年7月16日,敏捷西城都荟广场,肇庆市腾龙置业有限公司,肇庆市端州区35区黄塘路南、桥北路西,2#商业,0,1980.19,0,0,0,15,0,0
106,肇预许字第2019055号,2019年7月16日,天海商务办公楼（天海商务楼）A幢B幢,肇庆天海房地产有限公司,肇庆市端州区肇庆大道东117区、东岗路南侧,A幢B幢（A幢3层,0,0,18324.85,0,0,0,245,0
107,肇预许字第2019053号,2019年7月8日,城投广场二期（星悦华府）,肇庆市城建投资开发集团有限公司,肇庆市端州区信安路东侧84区,A1商住楼,7358.1,691.38,0,0,60,11,0,0
108,肇预许字第2019052号,2019年7月8日,悦江府5号楼,肇庆市端州区碧桂园房地产开发有限公司,端州区129区江滨一路北侧,5号楼 28层/110套,13348.72,0,0,0,110,0,0,0
109,肇预许字第2019051号,2019年7月3日,敏捷星荟苑,肇庆市敏尚房地产有限公司,肇庆市端州区20区大鼎路北侧、太和南路西,8栋,14447.84,0,0,0,130,0,0,0
110,肇预许字第2019050号,2019年6月24日,端州馨园,肇庆市梁浩置业有限公司,肇庆市端州区151区学院路东侧（一期）,8幢 20层/158套,15943.72,0,0,0,158,0,0,0
111,肇预许字第2019049号,2019年6月21日,敏捷广场九期,肇庆市敏捷投资有限公司,肇庆市端州区96区砚都大道北侧,B段商业楼（4层）/175套,0,20223.47,0,0,0,175,0,0
112,肇预许字第2019048号,2019年6月21日,敏捷广场六期,肇庆市敏捷投资有限公司,肇庆市端州区83区信安路西侧,F栋商业办公楼（26层）/769套,0,13509.39,44622.47,0,0,73,696,0
